ID,TITRE_DOSSIER,N_PIECES;,DATE;,OBSERVATIONS,CONTENU;,ANA_DIPLOM,CLI_FOUR;,L'INTERIEUR_DE_LA_COUR_DU_SIEGE,SIEGE_DE_LA_SONABHY,SONABHY,CONTRE_L'INCENDIE,AUX_COMPTES_I,AUX_COMPTES_II,AUX_COMPTES_III,INCENDIE_I,INCENDIE_II,WAGONS-CITERNES_A_BINGO_I,WAGONS-CITERNES_A_BINGO_II,DEPOT_DE_BOBO,"""TITRE_DOSSIER","DATE;""",BINGO,BINGO_II,SIEGE,II,AU_DEPOT,DU_SIEGE,DE_COMPTE,COMPTABILITE,
2058,"GRAND LIVRE, RELEVES BANCAIRES, RELEVES",,2002,,"FINANCE, SONABHY, BANQUE, BIB","(RELEVE, GRAND LIVRE, ETAT)",,,,,,,,,,,,,,,,,,,,,,,,
2059,"ETATS DE RAPPROCHEMENT, GRAND LIVRE, RELEVES",,2002,,"FINANCE, GRAND LIVRE, SONABHY","(ETAT, RELEVE, GRAND LIVRE)",,,,,,,,,,,,,,,,,,,,,,,,
2060,AVIS BANCAIRES,,"JANVIER-JUIN, 2002",,"FINANCE, AVIS BANCAIRE, SONABHY, BANQUE",(AVIS),,,,,,,,,,,,,,,,,,,,,,,,
2061,AVIS BANCAIRES,,"JUILLLET-DECEMBRE, 2002",,"FINANCE, AVIS BANCAIRE, SONABHY, BANQUE",(AVIS),,,,,,,,,,,,,,,,,,,,,,,,
2062,BORDEREAUX D'ENVOI DE CHEQUES,,"JANVIER-JUILLET, 2002",,"FINANCE, CHEQUE, SONABHY, PAIEMENT",(BORDEREAU),,,,,,,,,,,,,,,,,,,,,,,,
2063,BORDEREAUX D'ENVOI DE CHEQUES,,"AOUT-DECEMBRE, 2002",,"FINANCE, CHEQUE, SONABHY, PAIEMENT",(BORDEREAU),,,,,,,,,,,,,,,,,,,,,,,,
2064,"BROUILLARDS, CARNETS, BONS DE CAISSE",,2003,,"FINANCE, CAISSE, SONABHY",(SOUCHE),,,,,,,,,,,,,,,,,,,,,,,,
2065,CARNETS DE RECUS DE CAISSE,,2003,,"FINANACE, CAISSE, SONABHY",(SOUCHE),,,,,,,,,,,,,,,,,,,,,,,,
2066,"APPELS D'OFFRE, CONSEIL D'ADMINISTRATION, ASSEMBLEE",,1982-1984,,"CONSTRUCTION, CHATEAU D'EAU BINGO, PLOMBERIE ET","(DOSSIER, OFFRE, FACTURE, MARCHE)",,,,,,,,,,,,,,,,,,,,,,,,
2067,"MARCHES N°01, 02, 03, 05, 06, 07 & 08",,1992,,"MARCHE, SONABHY, BITUMAGE QUAI DE CHARGEMENT,",(MARCHE),,,,,,,,,,,,,,,,,,,,,,,,
2068,PARKING BINGO SONABHY,,1993,,"MODELE, APPEL D'OFFRE, SOUMISSION, CONSTRUCTION","(MODELE, PLAN)",,,,,,,,,,,,,,,,,,,,,,,,
2069,"CONSTRUCTION PARKING, FICHE ENTRETIEN VEHICULES",,1993,,"CONSTRUCTION , PARKING,  VEHICULE, ENGIN A DEUX","(APPEL D'OFFRE, FICHE)",,,,,,,,,,,,,,,,,,,,,,,,
2070,"CONSTRUCTION SPHERE GAZ, CONSULTATION RESTREINTE",,1994,,"MARCHE, FRIEDLANDER, SOL CONFORT ET DECOR, CINCAT,","(MARCHE, CONSULTATION RESTREINTE)",,,,,,,,,,,,,,,,,,,,,,,,
2071,COMMANDES ET ACHATS EXTERIEURS,,1995-1996,,"ACHAT, COMMANDE, PIECE DE RECHANGE, MATERIEL DE","(COMMANDE, ACHAT)",,,,,,,,,,,,,,,,,,,,,,,,
2072,"CARNETS DE MARCHES ET D'ENTRETIEN DE VEHICULE, ETAT",,1997,,"CARNET, MARCHE, ENTRETIEN, VEHICULE, CONSOMMATION,","(CARNET, ETAT)",,,,,,,,,,,,,,,,,,,,,,,,
2073,COURRIER DEPART DU SERVICE MATERIEL,,2002-2003,,"COURRIER, MATERIEL, SONABHY, GESTION","(CORRESPONDANCE, ETAT)",,,,,,,,,,,,,,,,,,,,,,,,
2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,"Bulletin de paie : avril, mai, juin 2003",,"AVRIL-JUIN, 2003",,"RESSOURCES HUMAINES, SALAIRE, SONABHY",(BULLETIN DE PAIE),,,,,,,,,,,,,,,,,,,,,,,,
2091,"Bulletin de paie : mars, avril, mai 2004",,"MARS-MAI, 2004",,"RESSOURCES HUMAINES, SALAIRE, SONABHY",(BULLETIN DE PAIE),,,,,,,,,,,,,,,,,,,,,,,,
2092,"Bulletin de paie : juin, juillet, aout 2004",,"JUIN-AOUT, 2004",,"RESSORCES HUMAINES, SALAIRE, SONABHY",(BULLETIN DE PAIE),,,,,,,,,,,,,,,,,,,,,,,,
2093,"Bulletin de paie : septembre, octobre, novembre 2004",,"septembre-novembre, 2004",,"RESSOURCES HUMAINES, SALAIRE, SONABHY",(Bulletin de paie),,,,,,,,,,,,,,,,,,,,,,,,
2094,Traitement des salaires : mars à aout 2004,,"MARS-AOUT, 2004",,"TRAITEMENT SALARIAL, RESSOURCES HUMAINES, SONABHY",(PIECE JUSTIFICATIVE),,,,,,,,,,,,,,,,,,,,,,,,
2095,Traitement des salaires : septembre 2004 à janvier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,,,"SEPTEMBRE-JANVIER, 2004-2005",,"TRAITEMENT SALARIAL, RESSOURCES HUMAINES, SONABHY",(PIECE JUSTIFICATIVE),,,,,,,,,,,,,,,,,,,,,,,,
2097,BIB janvier I 2004,,"JANVIER, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2098,BIB janvier II 2004,,"JANVIER, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2099,BIB janvier III 2004,,"JANVIER, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2100,BIB février I 2004,,"FEVRIER, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2101,BIB février II 2004,,"FEVRIER, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2102,BIB février III 2004,,"FEVRIER, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2103,BIB mars 2004,,"FEVRIER, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2104,BIB avril I 2004,,"AVRIL, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2105,BIB avril II 2004,,"AVRIL, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2106,BIB avril III 2004,,"AVRIL, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2107,BIB avril IV 2004,,"AVRIL, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2108,BIB MAI I 2004,,"MAI, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2109,BIB mai II 2004,,"MAI, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2110,BIB mai III 2004,,"MAI, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2111,BIB mai IV 2004,,"MAI, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2112,BIB mai V 2004,,"MAI, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2113,BIB JUIN I 2004,,"JUIN, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2114,BIB juin II 2004,,"JUIN, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2115,BIB JUILLET 2004,,"JUILLET, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2116,BIB AOUT I 2004,,"AOUT, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2117,BIB aout II 2004,,"AOUT, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2118,BIB SEPTEMBRE 2004,,"SEPTEMBRE, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2119,BIB OCTOBRE 2004,,"OCTOBRE, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2120,BIB NOVEMBRE I 2004,,"NOVEMBRE, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2121,BIB novembre II 2004,,"NOVEMBRE, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2122,BIB novembre II 2004,,"NOVEMBRE, 2004",,BIB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2123,BICIA JANVIER 2004,,"JANVIER, 2004",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2124,BICIA FEVRIER 2004,,"FEVRIER, 2004",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2125,BICIA MARS I 2004,,"MARS, 2004",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2126,BICIA mars II 2004,,"MARS, 2004",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2127,BICIA AVRIL 2004,,"AVRIL, 2004",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2128,BICIA MAI 2004,,"MAI, 2004",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2129,BICIA JUIN 2004,,"JUIN, 2004",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2130,BICIA JUILLET 2004,,"JUILLET, 2004",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2131,BICIA AOUT 2004,,"AOUT, 2004",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2132,BICIA SEPTEMBRE 2004,,"SEPTEMBRE, 2004",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2133,BICIA OCTOBRE 2004,,"OCTOBRE, 2004",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2134,BICIA NOVEMBRE 2004,,"NOVEMBRE, 2004",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2135,BICIA novembre 2004,,"NOVEMBRE, 2004",,BICIA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2136,BCB JANVIER 2004,,"JANVIER, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2137,BCB FEVRIER I 2004,,"FEVRIER, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2138,BCB février II 2004,,"FEVRIER, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2139,BCB février III 2004,,"FEVRIER, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2140,BCB MARS I 2004,,"MARS, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2141,BCB mars II 2004,,"MARS, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2142,BCB mars III 2004,,"MARS, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2143,BCB AVRIL 2004,,"AVRIL, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2144,BCB MAI 2004,,"MAI, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2145,BCB JUIN I 2004,,"JUIN, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2146,BCB juin II 2004,,"JUIN, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2147,BCB juin III 2004,,"JUIN, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2148,BCB juin IV 2004,,"JUIN, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2149,BCB JUILLET I 2004,,"JUILLET, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2150,BCB juillet II 2004,,"JUILLET, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2151,BCB AOUT I 2004,,"AOUT, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2152,BCB aout II 2004,,"AOUT, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2153,BCB SEPTEMBRE I 2004,,"SEPTEMBRE, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2154,BCB septembre II 2004,,"SEPTEMBRE, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2155,BCB septembre III 2004,,"SEPTEMBRE, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2156,BCB septembre IV 2004,,"SEPTEMBRE, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2157,BCB OCTOBRE I 2004,,"OCTOBRE, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2158,BCB octobre II 2004,,"OCTOBRE, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2159,BCB NOVEMBRE 2004,,"NOVEMBRE, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2160,BCB novembre 2004,,"NOVEMBRE, 2004",,BCB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2161,BOA JANVIER 2004,,"JANVIER, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2162,BOA FEVIER I 2004,,"FEVRIER, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2163,BOA février II 2004,,"FEVRIER, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2164,BOA février III 2004,,"FEVRIER, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2165,BOA MARS I 2004,,"MARS, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2166,BOA mars II 2004,,"MARS, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2167,BOA mars III 2004,,"MARS, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2168,BOA AVRIL  2004,,"AVRIL, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2169,BOA MAI l 2004,,"MAI, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2170,BOA mai II 2004,,"MAI, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2171,BOA JUIN I 2004,,"JUIN, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2172,BOA juin II 2004,,"JUIN, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2173,BOA juin III 2004,,"JUIN, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2174,BOA juin IV 2004,,"JUIN, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2175,BOA JUILLET I 2004,,"JUILLET, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2176,BOA juillet II 2004,,"JUILLET, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2177,BOA AOUT I 2004,,"AOUT, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2178,BOA aout II 2004,,"AOUT, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2179,BOA SEPTEMBRE 2004,,"SEPTEMBRE, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2180,BOA NOVEMBRE I 2004,,"NOVEMBRE, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2181,BOA octobre II 2004,,"OCTOBRE, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2182,BOA octobre III 2004,,"OCTOBRE, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2183,BOA NOVEMBRE I 2004,,"NOVEMBRE, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2184,BOA novembre II 2004,,"NOVEMBRE, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2185,BOA novembre III 2004,,"NOVEMBRE, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2186,BOA novembre III 2004,,"NOVEMBRE, 2004",,BOA,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2187,SGBB janvier I 2004,,"JANVIER, 2004",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2188,SGBB janvier II 2004,,"JANVIER, 2004",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2189,SGBB janvier III 2004,,"JANVIER, 2004",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2190,SGBB février 2004,,"FEVRIER, 2004",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2191,SGBB mars I 2004,,"MARS, 2004",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2192,SGBB mars II 2004,,"MARS, 2004",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2193,SGBB avril 2004,,"AVRIL, 2004",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2194,SGBB mai 2004,,"MAI, 2004",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2195,SGBB juin 2004,,"JUIN, 2004",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2196,SGBB juillet I 2004,,"JUILLET, 2004",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2197,SGBB juillet II 2004,,"JUILLET, 2004",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2198,SGBB aout 2004,,"AOUT, 2004",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2199,SGBB septembre 2004,,"SEPTEMBRE, 2004",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2200,SGBB octobre 2004,,"OCTOBRE, 2004",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2201,SGBB novembre I 2004,,"NOVEMBRE, 2004",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2202,SGBB novembre II 2004,,"NOVEMBRE, 2004",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2203,SGBB novembre II 2004,,"NOVEMBRE, 2004",,SGBB,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2204,ECOBANK janvier 2004,,"JANVIER, 2004",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2205,ECOBANK février 2004,,"FEVRIER, 2004",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2206,ECOBANK mars I 2004,,"MARS, 2004",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2207,ECOBANK mars II 2004,,"MARS, 2004",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2208,ECOBANK avril 2004,,"AVRIL, 2004",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2209,ECOBANK mai I 2004,,"MAI, 2004",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2210,ECOBANK mai II 2004,,"MAI, 2004",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2211,ECOBANK juin I 2004,,"JUIN, 2004",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2212,ECOBANK juin II 2004,,"JUIN, 2004",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2213,ECOBANK juillet 2004,,"JUILLET, 2004",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2214,ECOBANK aout 2004,,"AOUT, 2004",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2215,ECOBANK septembre I 2004,,"SEPTEMBRE, 2004",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2216,ECOBANK septembre II 2004,,"SEPTEMBRE, 2004",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2217,ECOBANK octobre 2004,,"OCTOBRE, 2004",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2218,ECOBANK novembre I 2004,,"NOVEMBRE, 2004",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2219,ECOBANK novembre II 2004,,"NOVEMBRE, 2004",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2220,ECOBANK novembre II 2004,,"NOVEMBRE, 2004",,ECOBANK,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2221,CAISSE N° 001 à 008,,"JANVIER, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2222,CAISSE N° 009 à 019,,"JANVIER, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2223,CAISSE N° 020 à 027,,"FEVRIER, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2224,CAISSE N° 028 à 038,,"FEVRIER, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2225,CAISSE N° 039 à 046,,"MARS, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2226,CAISSE N° 047 à 054,,"MARS, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2227,CAISSE N° 055 à 070,,"AVRIL, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2228,CAISSE N° 071 à 080,,"AVRIL, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2229,CAISSE N° 081 à 090,,"MAI, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2230,CAISSE N° 091 à 099,,"MAI, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2231,CAISSE N° 100 à 112,,"JUIN, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2232,CAISSE N° 113 à 124,,"JUIN, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2233,CAISSE N° 125 à 136,,"JUILLET, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2234,CAISSE N° 137 à 149,,"JUILLET, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2235,CAISSE N° 150 à 165,,"AOUT, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2236,CAISSE N° 166 à 172,,"SEPTEMBRE, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2237,CAISSE N° 173 à 192,,"SEPTEMBRE, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2238,CAISSE N° 193 à 205,,"OCTOBRE, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2239,CAISSE N° 206 à 227,,"OCTOBRE, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2240,CAISSE N° 228 à 243,,"NOVEMBRE, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2241,CAISSE N° 244 à 257,,"NOVEMBRE, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2242,CAISSE N° 258 à 273,,"DECEMBRE, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2243,CAISSE N° 274 à 289,,"DECEMBRE, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2244,CAISSE (cotonou) N° 001 à 064,,"JANVIER-AVRIL, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2245,CAISSE (cotonou) N° 065 à 110,,"MAI-SEPTEMBRE, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2246,CAISSE (cotonou) N° 111 à 146,,"OCTOBRE-DECEMBRE, 2004",,CAISSE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
2247,VENTE N° 0001 à 0179,,"JANVIER, 2004",,VENTE,(PIECE COMPTABLE),,,,,,,,,,,,,,,,,,,,,,,,
