ID,Cote de rangement,Titre du dossier,Contenu du dossier,Analyse diplomatique,Solution GED,Annee
00073,0586/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°15/0160 DU 03 AVRIL 2015+ CONTRAT N°18/00238 DU 26 FEVRIER 2018 + CONTRAT N°18/0852 DU 02 NOVEMBRE 2018 + AVENANT N°21/0137 DU 23 JUIN 2021 + AVENANT N°23/0518 OU 0516 DU 24 NOVEMBRE 2023 + CONTRAT N° 24/00463 DU 04/ SEPTEMBRE 2024: SONABHY ET EOAF (OUEDRAOGO ABDOUL KARIM),"SONABHY, EOAF, OUEDRAOGO ABDOUL KARIM, TRANSPORT, PRODUIT PETROLIER","(CONTRAT, AVENANT)",DOCESSEN,2015 2018 2021 2023
00074,0587/CJ,"JURIDICTION ET CONTENTIEUX : CONTRAT DE VENTE DU 12 DECEMBRE 2008 + CONTRAT N°11/083 DU 14 DECEMBRE 2011 + AVENANT N°001 DU 14 JANVIER 2010 + CONTRAT DE VENTE N°10/515 DU 14 AVRIL 2010 + PROTOCOLE D'ACCORD DU 22 OCTOBRE 2010 + AVENANT N°002 DU 16 JANVIER 2012 + CONTRATN°12/0080 DU 05 JUILLET 2012 + AVENANT N°13/012 DU 18 FEVRIER 2013 + CONTRAT N°13/033 DU 25 MARS 2013 + CONTRAT N°13/0081 DU 05 JUILLET 2013 + CONTRAT N°14/0001 DU 07 JANVIER 2014 + AVENANT N°14/0133 DU 28 AOUT 2014 + AVENANT (001) N°14/134 DU 28 AOUT 2014 + ACTE DE NANTISSEMENT AVEC MERCURIA DU 22 AOUT 2014 + CONTRAT N°14/0176 DU 17 DECEMBRE 2014 + AVENANT N°15/0261 DU 26 MAI 2015 + CONTRAT DE PASSAGE N°14/0183 DU 22 DECEMBRE 2014 + PROTOCOLE D'ACCORD N°13/0082 DU 11 JUILLET 2013 + CONTRAT N°15/0169 DU 07 AVRIL 2015 + CONTRAT N°16/0485 DU 17 NOVEMBRE 2016 + AVENANT N°001 AU CONTRAT N°16/485 DU 11 MAI 2018 + AVENANT N°001 DU 11 MAI 2018 + CONTRAT N°22/0067 DU 10 FEVRIER 2022 + CONTRAT DE VENTE N°22/0266 DU 18 MAI 2022 + AVENANT N°22/0393 DU 15 JUILLET 2022 + CONTRAT DE VENTE N°22/0482 DU 15 SEPTEMBRE 2022 + AVENANT N°22/0556 DU 24 OCTOBRE 2022 + AVENANT N°23/0002 DU 05 JANVIER 2023 + AVENANT N°23/0003 DU 05 JANVIER 2023 + CONTRAT DE VENTE N°23/0232 DU 19 AVRIL 2023 + AVENANT N°23/0310 DU 12 JUIN 2023 + CONTRAT DE VENTE SPOT N°23/0244 DU 26 AVRIL 2023 + AVENANT N°23/0160 DU 15 MARS 2023 + CONTRAT D'ACHAT N°23/0476 DU 30 OCTOBRE 2023 + AVENANT N°23/0499 DU 15 NOVEMBRE 2023 : SONABHY ET OCTOGONE TRADING OIL, OCTOGONE STOCKAGE DE PRODUITS PETROLIERS","ACHAT, VENTE, PASSAGE, STOCKAGE, PRODUIT PETROLIER, OCTOGONE TRADING OIL, OCTOGONE STOCKAGE DE PRODUITS PETROLIERS, OSPP, NANTISSEMENT, SONABHY, MERCURIA","(CONTRAT, AVENANT)",PASSAGE GED  : DOCESSEN,2008 2010 2011 2012 2013 2014 2015 2016 2018 2022 2023
00075,0588/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE VENTE DU 26 OCTOBRE 2010 + CONTRAT DE VENTE N°2011/06 DU 03 JUIN 2011 + CONTRAT DE VENTE N°11/082 DU 14 DECEMBRE 2011 + AVENANT N°11/0095 DU 27 DECEMBRE 2011 + CONTRAT DE PASSAGE N°12/0064 DU 16-05-2012 + CONTRAT DE VENTE N°12/172 DU 31 DECEMBRE 2012 + AVENANT N°13/050 DU 12 AVRIL 2013 + AVENANT N°13/0059 DU 29 AVRIL 2013 + AVENANT N°13/070 DU 07 JUIN 2013 + AVENANT N°14/0112 DU 13 AOUT 2014 + CONTRAT N°14/0182 DU 22 DECEMBRE 2014 + CONTRAT N°15/0170 DU 07 AVRIL 2015 + CONTRAT DE VENTE N°17/227 DU 29 MAI 2017 + ACTE DE CESSION ET DE NANTISSEMENT DE CREANCES N°17/228 DU 30 MAI 2017 + AVENANT N°17/0173 DU 25 JANVIER 2018 + CONTRAT N°18/00007 DU 18 JANVIER 2018 + CONTRAT DE VENTE N°19/0090 DU 05 MARS 2019 + CONTRAT DE VENTE N°20/0061 DU 25 FEVRIER 2020 + CONTRAT DE VENTE N°20/0195 DU 22 JUIN 2020 + AVENANT N°20/0231 DU 03 AOUT 2020 + CONTRAT DE PRET N°20/0325 DU 27 NOVEMBRE 2020 + CONTRAT DE VENTE N°21/0339 DU 08 NOVEMBRE 2021 + AVENANT N°22/0203 DU 03 MAI 2022 : SONABHY ET ECO OIL INTERNATIONAL ET AMKO TRADING,"VENTE, PRET, PASSAGE, NANTISSSEMENT, CREANCE, CESSION, PRODUIT PETROLIER, ECO OIL INTERNATIONAL, AMKO TRADING, SONABHY","(CONTRAT, AVENANT)",DOCESSEN,2010 2011 2012 2013 2014 2015 2017 2018 2019 2020
00076,0589/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/089 DU 20 DECEMBRE 2011 : SONABHY ET ANC-TRANS,"TRANSPORT, PRODUIT PETROLIER, ANC-TRANS, SONABHY",(CONTRAT),DOCESSEN,2011
00077,0590/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS N°11/094 DU 21 DECEMBRE 2011 + AVENANT N°01 AU CONTRAT DE FOURNITURE DE PRODUITS PETROLIERS DU 30 DECEMBRE 2011 + AVENANT N°13/005 DU 09 JANVIER 2013 : SONABHY ET SARPDOIL INTERNATIONAL,"FOURNITURE, VENTE, PRODUIT PETROLIER, SARPDOIL INTERNATIONAL, SONABHY","(CONTRAT, AVENANT)",DOCESSEN,2011 2013
00078,0591/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/088 DU 20 DECEMBRE 2011 + CONTRAT N°15/0061 DU 20 FEVRIER 2015 + AVENANT N°16/0342 DU 22 AOUT 2016 + CONTRAT N°18/00018 DU 01 FEVRIER 2018 + CONTRAT N°18/0470 DU 27 AVRIL 2018 + AVENANT N°18/0746 DU 22 AOUT 2018 + AVENANT N°18/0796 DU 17 SEPTEMBRE 2018 : SONABHY ET ZABRE CHRISTOPHE SOULEYMANE (SOTRAVI),"TRANSPORT, PRODUIT PETROLIER, ZABRE CHRISTOPHE SOULEYMANE, SOTRAVI, SONABHY, EZS","(CONTRAT, AVENANT)",DOCESSEN,2011 2015 2016 2018
00079,0592/CJ,CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/090 DU 20 DECEMBRE 2011 : SONABHY ET COTRANS,"TRANSPORT, PRODUIT PETROLIER, COTRANS, SONABHY",(CONTRAT),DOCESSEN,2011
00080,0593/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT DE PRODUITS PETROLIERS N°11/091 DU 20 DECEMBRE 2011 + CONTRAT N°15/0176 DU 07 AVRIL 2015 + CONTRAT N°18/0390 DU 16 MARS 2018 : SONABHY ET KZA,"TRANSPORT, PRODUIT PETROLIER, KZA, SONABHY",(CONTRAT),DOCESSEN,2011 2015 2018
00081,0594/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT DU 13 DECEMBRE 2002 + CONTRAT N°19/0136 DU 16 AVRIL 2019 : SONABHY ET OUEDRAOGO SOULEYMANE,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO SOULEYMANE",(CONTRAT),DOCESSEN,2002 2019
00082,0595/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT DU 13 DECEMBRE 2002 : SONABHY ET COULIBALY OUMAR,"TRANSPORT, PRODUIT PETROLIER, SONABHY, COULIBALY OUMAR",(CONTRAT),DOCESSEN,2002
00083,0596/CJ,MARCHE N°25 /2011 DU 15 JUIN 2011 POUR LA FOURNITURE DE PAPIER LISTING : SONABHY ET IMPRIMERIE DE L'AVENIR,"MARCHE, PAPIER LISTING, IMPRIMERIE DE L'AVENIR, SONABHY","(CONTRAT, FACTURE)",DOCESSEN,2011
00084,0597/CJ,MARCHE N°26/2011 DU 17 MAI 2011 POUR FORMATION EN PASSATION DES MARCHES PUBLICS : SONABHY ET ENAREF,"MARCHE, FORMATION, MARCHE PUBLIC, SORE DAO KALIDIA, ENAREF, SONABHY","(CONTRAT, FACTURE)",DOCESSEN,2011
00085,0598/CJ,MARCHE N° 27/2011 DU 15 JUIN 2011 POUR INSERTION DANS L'ANNUAIRE TELEPHONIQUE DU BF-ARCE AN 2012 : SONABHY ET AFRICAPHONEBOOKS,"MARCHE, ANNUAIRE TELEPHONIQUE, ARCE AN 2012, AFRICAPHONEBOOKS, SONABHY",(CONTRAT),DOCESSEN,2011
00086,0599/CJ,MARCHE N°28/2011 DU 01 JUILLET 2011 POUR L'HEBERGEMENT DES AGENTS : SONABHY ET SPLENDID HOTEL,"MARCHE, HEBERGEMENT, RESSOURCE HUMAINE, SPLENDID HOTEL, SONABHY","(CONTRAT, FACTURE)",DOCESSEN,2011
00087,0600/CJ,MARCHE N° 29/2011 DU 15 JUIN 2011 POUR LA FORMATION EN GESTION DES RESSOURCES HUMAINES DES CADRES : SONABHY ET ENTREPRISE COMPETENCES ET CARRIERES,"MARCHE, FORMATION, GESTION DES RESSOURCES HUMAINES, ENTREPRISE COMPETENCES ET CARRIERES, SONABHY","(CONTRAT, FACTURE)",DOCESSEN,2011
00088,0601/CJ,MARCHE N° 30/2011 DU 27 SEPTEMBRE 2011 POUR LA RECHARGE D'EXTINCTEURS : SONABHY ET BURVAL INCENDIE,"MARCHE, EXTINCTEUR, SILICE, RECHARGE, BURVAL INCENDIE, SONABHY","(CONTRAT, FACTURE)",DOCESSEN,2011
00089,0602/CJ,MARCHE N°32 /2011 DU 16 SEPTEMBRE 2011 POUR LA FOURNITURE DE PRODUITS D'ENTRETIEN : SONABHY ET NAWFAL TRADING,"MARCHE, PRODUIT D'ENTRETIEN, NAWFAL TRADING, SONABHY","(CONTRAT, DEVIS)",DOCESSEN,2011
00090,0603/CJ,MARCHE N°33 /2011 DU 16 SEPTEMBRE 2011 POUR LES FOURNITURES DE BUREAU : SONABHY ET ECOF BURKINA,"MARCHE, FOURNITURE DE BUREAU, ECOF BURKINA, SONABHY","(CONTRAT, CAHIER DES CLAUSES, FACTURE)",DOCESSEN,2011
00091,0604/CJ,MARCHE N°34/2011 DU 06 SEPTEMBRE 2011 POUR ACQUISITION DE 2 BASCULES ELECTRONIQUES : SONABHY ET EERI-BF,"MARCHE, BASCULE ELECTRIQUE, EERI-BF, SONABHY","(CONTRAT, DEVIS)",DOCESSEN,2011
00092,0605/CJ,MARCHE N°36 /2011 DU 14 JUILLET 2011 POUR ORGANISATION D'UN TEST DE RECRUTEMENT DE PERSONNEL : SONABHY ET ACECA INTERNATIONAL,"MARCHE, RECRUTEMENT, RESSOURCE HUMAINE, ACECA INTERNATIONAL, SONABHY","(CONTRAT, FACTURE)",DOCESSEN,2011
00093,0606/CJ,MARCHE N°37 /2011 DU 20 SEPTEMBRE 2011 POUR LA FOURNITURE DE CHAUSSURES DE SECURITE : SONABHY ET ADAM'S,"MARCHE, CHAUSSURE DE SECURITE, SECURITE, ADAM'S, SONABHY","(CONTRAT, CAHIER DES CLAUSES, FACTURE)",DOCESSEN,2011
00094,0607/CJ,MARCHE N°38 /2011 DU 20 SEPTEMBRE 2011 POUR LA FOURNITURE DE GANTS : SONABHY ET ADAM'S,"MARCHE, GANT, ADAM'S, SONABHY","(CONTRAT, CAHIER DES CLAUSES, FACTURE)",DOCESSEN,2011
00095,0608/CJ,MARCHE N°39/2011 DU 20 JUILLET 2011 POUR AUDIT DE CERTIFICATION ISO 9001-2008 : SONABHY ET IMAQ AFNOR INTERNATIONAL,"MARCHE, AUDIT, CERTIFICATION, ISO 9001-2008, IMAQ AFNOR INTERNATIONAL, SONABHY",(CONTRAT),DOCESSEN,2011
00096,0609/CJ,MARCHE N° 42/2011 DU 14 SEPTEMBRE 2011 POUR LA FOURNITURE DE PIECES DE RECHANGE SATAM PEROLO : SONABHY ET STEA,"MARCHE, PIECE DE RECHANGE, SATAM PEROLO, STEA, SONABHY","(CONTRAT, CAHIER DES CLAUSES, DEVIS)",DOCESSEN,2011
00097,0610/CJ,MARCHE N°43/2011 DU 16 SEPTEMBRE 2011 POUR LA FOURNITURE DE PIECES DE RECHANGE GAZ : SONABHY ET STEA,"MARCHE, PIECE DE RECHANGE, GAZ BUTANE, STEA, SONABHY","(CONTRAT, CAHIER DES CLAUSES, DEVIS)",DOCESSEN,2011
00098,0611/CJ,MARCHE N°44/2011 POUR LA FOURNITURE DE DETECTEUR DE GAZ ET DE PIECES DE RECHANGE : SONABHY ET SOCIETE TECHNIFEU,"MARCHE, DETECTEUR DE GAZ, PIECE DE RECHANGE, SOCIETE TECHNIFEU, SONABHY",(CONTRAT),DOCESSEN,
00099,0612/CJ,MARCHE N°45/2011 DU 13 SEPTEMBRE 2011 POUR LA FOURNITURE DE MATERIEL ELECTRIQUE : SONABHY ET BELKOM INDUSTRIE,"MARCHE, MATERIEL ELECTRIQUE, BELKOM INDUSTRIE, SONABHY","(CONTRAT, CAHIER DES CLAUSES, FACTURE)",DOCESSEN,2011
00100,0613/CJ,SOUMISSION CAUTIONNEE POUR CREDIT D'ENLEVEMENT EN DOUANE N°35 : SONABHY ET BICIA,"CAUTION, ENLEVEMENT, PRODUIT PETROLIER, DOUANE, BICIA-B, SONABHY",(CONTRAT),DOCESSEN,2011
00101,0614/CJ,SOUMISSION D'ENTREPOT FICTIF DE 2012 DU 06 OCTOBRE 2011 : SONABHY ET DGTP,"ENTREPOT FICTIF, PRODUIT PETROLIER, DEPOT DE BINGO, DIRECTION GENERALE DU TRESOR PUBLIC, SONABHY",(CONTRAT),DOCESSEN,2011
00102,0615/CJ,AVENANT N°11/084 DU 20 DECEMBRE 2011 AU CONTRAT DE TRANSPORT DU 24 OCTOBRE 2011 : SONABHY ET SANOU ISSOUF,"AVENANT, TRANSPORT, PRODUIT PETROLIER, SANOU ISSOUF, SONABHY",(CONTRAT),DOCESSEN,2011
00103,0616/CJ,JURIDICTION ET CONTENTIEUX : CONTRAT DE TRANSPORT N°11/086 DU 20 DECEMBRE 2011 AU CONTRAT DE TRANSPORT N°11/0086 + AVENANT N°12/117 DU 20 SEPTEMBRE 2012 + AVENANT N°13/0072 DU 01 JUILLET 2013 : SONABHY ET KOTE ABOU KOROTIMI,"TRANSPORT, PRODUIT PETROLIER, KOTE ABOU KOROTIMI, SONABHY","(CONTRAT, AVENANT)",DOCESSEN,2011 2013
00104,0617/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT DU 26 MAI 2008 : SONABHY ET ZOROM MOUSSA,"PRODUIT PETROLIER, ZOROM MOUSSA, SONABHY, TRANSPORT",(CONTRAT),DOCESSEN,2008
00105,0618/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS ; CONTRAT N°18/0823 DU 05 OCTOBRE 2018 : SONABHY ET GENERAL SERVICES DU BURKINA (GESEB),"TRANSPORT, PRODUIT PETROLIER, GESEB, GENERAL SERVICES DU BURKINA, SONABHY",(CONTRAT),DOCESSEN,2018
00106,0619/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/054 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0119 DU 10 JANVIER 2013 + CONTRAT N°15/3661 DU 19 OCTOBRE 2015 : SONABHY ET SIMPORE ALFRED,"TRAVAIL, MANUTENTION, SONABHY, SIMPORE ALFRED",(CONTRAT),DOCESSEN,2012 2013 2015
00107,0620/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/055 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/122 DU 10 JANVIER 2013 + RENOUVELLEMENT N°15/3695 DU 19 OCTOBRE 2015 : SONABHY ET ILBOUDO ZAKARIA,"TRAVAIL, MANUTENTION, ILBOUDO ZAKARIA, SONABHY",(CONTRAT),DOCESSEN,2012 2013 2015
00108,0621/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/056 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0113 DU 10 JANVIER 2013 + CONTRAT N°15/3632 DU 19 OCTOBRE 2015 : SONABHY ET SIMPORE VICTOR,"TRAVAIL, MANUTENTION, SIMPORE VICTOR, SONABHY",(CONTRAT),DOCESSEN,2012 2013 2015
00109,0622/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/057 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0114 DU 10 JANVIER 2013 + CONTRAT N°15/3663 DU 19 OCTOBRE 2015 : SONABHY ET ZAKIETA YACOUBA,"TRAVAIL, MANUTENTION, ZAKIETA YACOUBA, SONABHY",(CONTRAT),DOCESSEN,2012 2013 2015
00110,0623/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/058 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0115 DU 10 JANVIER 2013 + CONTRAT N°15/3648 DU 19 OCTOBRE 2015 : SONABHY ET KAFANDO ALEXANDRE,"TRAVAIL, MANUTENTION, KAFANDO ALEXANDRE, SONABHY",(CONTRAT),DOCESSEN,2012 2013 2015
00111,0624/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/059 DU 10 JANVIER 2012 : SONABHY ET OUEDRAOGO LAMOUSSA,"TRAVAIL, MANUTENTION, OUEDRAOGO LAMOUSSA, SONABHY",(CONTRAT),DOCESSEN,2012
00112,0625/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/060 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0116 DU 10 JANVIER 2013 + CONTRAT N°15/3631 DU 19 OCTOBRE 2015 + RENOUVELLEMENT N°15/3707 DU 19 OCTOBRE 2015 : SONABHY ET ZOUNGRANA ISSAKA,"TRAVAIL, MANUTENTION, ZOUNGRANA ISSAKA, SONABHY",(CONTRAT),DOCESSEN,2012 2013 2015
00113,0626/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/061 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0117 DU 10 JANVIER 2013 + CONTRAT N°15/3652 DU 19 OCTOBRE 2015 : SONABHY ET TAPSOBA T. DESIRE,"TRAVAIL, MANUTENTION, TAPSOBA T. DESIRE, SONABHY",(CONTRAT),DOCESSEN,2012 2013 2015
00114,0627/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/062 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0118 DU 10 JANVIER 2013 : SONABHY ET TAPSOBA SEYDOU,"TRAVAIL, MANUTENTION, TAPSOBA SEYDOU, SONABHY",(CONTRAT),DOCESSEN,2012 2013
00115,0628/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/063 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0120 DU 10 JANVIER 2013 + RENOUVELLEMENT N°15/3668 DU 19 OCTOBRE 2015 : SONABHY ET KABORE RASMANE,"TRAVAIL, MANUTENTION, KABORE RASMANE, SONABHY",(CONTRAT),DOCESSEN,2012 2013 2015
00116,0629/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/064 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0121 DU 10 JANVIER 2013 + RENOUVELLEMENT N°15/3673 DU 19 OCTOBRE 2015 : SONABHY ET SIMPORE FRANCOIS,"TRAVAIL, MANUTENTION, SIMPORE FRANCOIS, SONABHY",(CONTRAT),DOCESSEN,2012 2013 2015
00117,0630/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/065 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0123 DU 10 JANVIER 2013 + CONTRAT N°15/3656 DU 19 OCTOBRE 2015 : SONABHY ET SIMPORE K. HIPPOLYTE,"TRAVAIL, MANUTENTION, SIMPORE K. HIPPOLYTE, SONABHY",(CONTRAT),DOCESSEN,2012 2013 2015
00118,0631/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/066 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0124 DU 10 JANVIER 2013 : SONABHY ET TAPSOBA GERARD,"TRAVAIL, MANUTENTION, TAPSOBA GERARD, SONABHY",(CONTRAT),DOCESSEN,2012 2013
00119,0632/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/067 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0125 DU 10 JANVIER 2013 : SONABHY ET ZONGO LAZARE,"TRAVAIL, MANUTENTION, ZONGO LAZARE, SONABHY",(CONTRAT),DOCESSEN,2012 2013
00120,0633/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/068 DU 10 JANVIER 2012+ RENOUVELLEMENT N°13/0126 DU 10 JANVIER 2013 + CONTRAT N°15/3647 DU 19 OCTOBRE 2015 : SONABHY ET NIKIEMA EDOUARD,"TRAVAIL, MANUTENTION, NIKIEMA EDOUARD, SONABHY",(CONTRAT),DOCESSEN,2012 2013 2015
00121,0634/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/069 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0127 DU 10 JANVIER 2013 + RENOUVELLEMENT N°15/3698 DU 19 OCTOBRE 2015 : SONABHY ET KOURAOGO SALOMOND,"TRAVAIL, MANUTENTION, KOURAOGO SALOMOND, SONABHY",(CONTRAT),DOCESSEN,2012 2013 2015
00122,0635/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/070 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0128 DU 10 JANVIER 2013 + RENOUVELLEMENT N°15/3703 DU 19 OCTOBRE 2015 : SONABHY ET SIMPORE CHRISTOPHE,"TRAVAIL, MANUTENTION, SIMPORE CHRISTOPHE, SONABHY",(CONTRAT),DOCESSEN,2012 2013 2015
00123,0636/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/071 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0129 DU 10 JANVIER 2013 + CONTRAT N°15/3654 DU 19 OCTOBRE 2015 : SONABHY ET COMPAORE MODESTE,"TRAVAIL, MANUTENTION, COMPAORE MODESTE, SONABHY",(CONTRAT),DOCESSEN,2012 2013 2015
00124,0637/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/072 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0095 DU 10 JANVIER 2013 + RENOUVELLEMENT N°15/3696 DU 19 OCTOBRE 2015 : SONABHY ET KALMOGO SOMNOMA WENDWAN,"TRAVAIL, MANUTENTION, KALMOGO SOMNOMA WENDWAN, SONABHY",(CONTRAT),DOCESSEN,2012 2013 2015
00125,0638/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/073 DU 10 JANVIER 2012 + RENOUVELLEMENT N°12/074 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/101 DU 10 JANVIER 2013 + RENOUVELLEMENT N°14/0490 DU 04 FEVRIER 2014 + RENOUVELLEMENT N°14/1922 DU 03 JUILLET 2014 + RENOUVELLEMENT N°15/0227 DU 21 JANVIER 2015 + RENOUVELLEMENT N°15/3692 DU 19 OCTOBRE 2015 : SONABHY ET ZOUNGRANA MARCEL. I,"TRAVAIL, MANUTENTION, ZOUNGRANA MARCEL I, SONABHY",(CONTRAT),DOCESSEN,2012 2013 2014 2015
00126,0639/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT N°16/0216 DU 17 JUIN 2016 + AVENANT N°16/0473 DU 04 NOVEMBRE 2016 : SONABHY ET GROUPE SODEM,"TRANSPORT, PRODUIT PETROLIER, SONABHY, GROUPE SODEM",(CONTRAT),DOCESSEN,2016
00127,0640/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/075 DU 10 JANVIER 2012 + RENOUVELLEMENT N°12/076 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0097 DU 10 JANVIER 2013 + RENOUVELLEMENT N°15/3680 DU 19 OCTOBRE 2015 : SONABHY ET SIMPORE THOMAS,"TRAVAIL, MANUTENTION, SIMPORE THOMAS, SONABHY",(CONTRAT),DOCESSEN,2012 2013
00128,0641/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT DU 18 OCTOBRE 2005 : SONABHY ET BANG PIINDA,"TRANSPORT, PRODUIT PETROLIER, SONABHY, BANG PIINDA",(CONTRAT),DOCESSEN,2005
00129,0642/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/077 DU 10 JANVIER 2012 + RENOUVELLEMENT N°12/079 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0099 DU 10 JANVIER 2013 + RENOUVELLEMENT N°15*3706 DU 19 OCTOBRE 2015 : SONABHY ET NIKIEMA SALIFOU,"TRAVAIL, MANUTENTION, NIKIEMA SALIFOU, SONABHY",(CONTRAT),DOCESSEN,2012 2013 2015
00130,0643/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/078 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0104 DU 10 JANVIER 2013 + RENOUVELLEMENT N°15/3708 DU 19 OCTOBRE 2015 : SONABHY ET ILBOUDO BOUKARE,"TRAVAIL, MANUTENTION, ILBOUDO BOUKARE, SONABHY",(CONTRAT),DOCESSEN,2012 2013 2015
00131,0644/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT DU 27 SEPTEMBRE 2005 : SONABHY ET OUEDRAOGO S AMADO,"TRANSPORT, PRODUIT PETROLIER, SONABHY, OUEDRAOGO S AMADO",(CONTRAT),DOCESSEN,2005
00132,0645/CJ,CONTRAT DE TRAVAIL A DUREE DETERMINEE N°12/080 DU 10 JANVIER 2012 + RENOUVELLEMENT N°12/081 DU 10 JANVIER 2012 + RENOUVELLEMENT N°13/0100 DU 10 JANVIER 2013 + RENOUVELLEMENT DE 2015 + RENOUVELLEMENT N°15/3665 DU 19 OCTOBRE 2015 : SONABHY ET TAPSOBA GALIAN GILBERT.,"TRAVAIL, MANUTENTION, TAPSOBA GALIAN GILBERT, SONABHY",(CONTRAT),DOCESSEN,2012 2013 2015
00133,0646/CJ,JURIDICTION ET CONTENTIEUX : TRANSPORT DE PRODUITS PETROLIERS : CONTRAT DU 11 OCTOBRE 2006 + CONTRAT N°18/0801 DU 24 SEPTEMBRE 2018 + AVENANT N°19/142 DU 16 AVRIL 2019 + AVENANT N°19/0449 DU 26 NOVEMBRE 2019 + AVENANT N°22/0353 DU 24 JUIN 2022 : SONABHY ET NIKIEMA SAIDOU (SOTRAPES),"TRANSPORT, PRODUIT PETROLIER, SONABHY, NIKIEMA SAIDOU, SOTRAPES","(CONTRAT, AVENANT)",DOCESSEN,2006 2018 2019 2022
